,Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption: City (L/100km),Fuel Consumption: Highway (L/100km),Fuel Consumption: Combined (L/100km),Fuel Consumption: Combined (mpg),CO2 Emissions (g/km),CO2 Ratings
463,2022,Hyundai,Kona,SUV: Small,2.0,4.0,AV,X,8.0,6.6,7.4,38,174,7
464,2022,Hyundai,Kona N,SUV: Small,2.0,4.0,AM8,Z,11.8,8.7,10.4,27,246,5
465,2022,Hyundai,Kona AWD,SUV: Small,1.6,4.0,AM7,X,8.8,7.4,8.2,34,193,6
466,2022,Hyundai,Kona AWD,SUV: Small,2.0,4.0,AV,X,8.5,7.2,7.9,36,187,6
467,2022,Hyundai,Palisade AWD,SUV: Standard,3.8,6.0,AS8,X,12.3,9.6,11.1,25,265,4
468,2022,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4.0,AM8,X,12.1,8.6,10.6,27,250,5
469,2022,Hyundai,Santa Fe AWD,SUV: Small,2.5,4.0,AM8,X,11.0,8.5,9.9,29,233,5
470,2022,Hyundai,Santa Fe AWD,SUV: Small,2.5,4.0,AS8,X,10.6,9.3,10.0,28,235,5
471,2022,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4.0,AM6,X,7.1,7.9,7.4,38,176,7
472,2022,Hyundai,Sonata,Full-size,1.6,4.0,AS8,X,8.8,6.4,7.7,37,183,6
473,2022,Hyundai,Sonata,Full-size,2.5,4.0,AM8,X,10.1,7.2,8.8,32,208,6
474,2022,Hyundai,Sonata,Full-size,2.5,4.0,AS8,X,8.8,6.4,7.7,37,182,6
475,2022,Hyundai,Sonata Hybrid,Full-size,2.0,4.0,AM6,X,5.3,4.6,5.0,56,117,9
476,2022,Hyundai,Tucson,SUV: Small,2.5,4.0,AS8,X,9.1,7.1,8.2,34,194,6
477,2022,Hyundai,Tucson AWD,SUV: Small,2.5,4.0,AS8,X,9.9,8.0,9.0,31,214,5
478,2022,Hyundai,Tucson Hybrid,SUV: Small,1.6,4.0,AM6,X,6.3,6.6,6.4,44,152,7
479,2022,Hyundai,Veloster N,Compact,2.0,4.0,AM8,Z,12.0,8.6,10.5,27,248,5
480,2022,Hyundai,Veloster N,Compact,2.0,4.0,M6,Z,10.6,8.3,9.5,30,226,5
481,2022,Hyundai,Venue,Mid-size,1.6,4.0,AV1,X,7.9,6.9,7.5,38,176,7
482,2022,Hyundai,Venue,Mid-size,1.6,4.0,M6,X,8.6,6.8,7.8,36,184,6
483,2022,Infiniti,Q50 AWD,Mid-size,3.0,6.0,AS7,Z,12.5,8.7,10.8,26,254,5
484,2022,Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6.0,AS7,Z,12.5,9.3,11.1,25,261,4
485,2022,Infiniti,Q60 AWD,Subcompact,3.0,6.0,AS7,Z,12.3,8.7,10.7,26,252,5
486,2022,Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6.0,AS7,Z,12.5,9.2,11.0,26,259,4
487,2022,Infiniti,QX50 AWD,SUV: Small,2.0,4.0,AV8,Z,10.8,8.3,9.7,29,228,5
488,2022,Infiniti,QX55 AWD,SUV: Small,2.0,4.0,AV8,Z,10.5,8.3,9.5,30,223,5
489,2022,Infiniti,QX60 AWD,SUV: Standard,3.5,6.0,AS9,Z,11.9,9.5,10.8,26,253,5
490,2022,Infiniti,QX80 4WD,SUV: Standard,5.6,8.0,AS7,Z,17.5,12.2,15.1,19,355,3
491,2022,Jaguar,E-PACE P250,SUV: Small,2.0,4.0,AS9,Z,11.5,9.2,10.4,27,247,5
492,2022,Jaguar,E-PACE P300,SUV: Small,2.0,4.0,AS9,Z,11.2,9.2,10.3,27,245,5
493,2022,Jaguar,F-TYPE P450 Convertible,Two-seater,5.0,8.0,AS8,Z,14.1,9.7,12.1,23,286,4
494,2022,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5.0,8.0,AS8,Z,15.2,9.8,12.7,22,299,3
495,2022,Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8.0,AS8,Z,14.1,9.7,12.1,23,286,4
496,2022,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5.0,8.0,AS8,Z,15.2,9.8,12.7,22,299,3
497,2022,Jaguar,F-TYPE R Convertible AWD,Two-seater,5.0,8.0,AS8,Z,15.2,9.8,12.7,22,299,3
498,2022,Jaguar,F-TYPE R Coupe AWD,Two-seater,5.0,8.0,AS8,Z,15.2,9.8,12.7,22,299,3
499,2022,Jeep,Cherokee,SUV: Small,2.0,4.0,A9,X,10.4,7.6,9.1,31,214,5
500,2022,Jeep,Cherokee,SUV: Small,2.4,4.0,A9,X,10.8,7.5,9.3,30,219,5
501,2022,Jeep,Cherokee,SUV: Small,3.2,6.0,A9,X,11.9,8.2,10.2,28,240,5
502,2022,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4.0,A9,X,11.2,8.0,9.8,29,229,5
503,2022,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4.0,A9,X,11.2,8.0,9.8,29,230,5
504,2022,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6.0,A9,X,12.2,8.6,10.6,27,249,5
505,2022,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6.0,A9,X,12.9,9.7,11.5,25,268,4
506,2022,Jeep,Compass,SUV: Small,2.4,4.0,A6,X,10.6,7.6,9.3,30,218,5
507,2022,Jeep,Compass 4X4,SUV: Small,2.4,4.0,A9,X,10.8,7.8,9.5,30,222,5
508,2022,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3.0,6.0,A8,D,10.8,8.5,9.8,29,263,4
509,2022,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6.0,A8,D,11.0,8.7,10.0,28,271,4
510,2022,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6.0,A8,X,13.7,10.7,12.3,23,290,4
511,2022,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6.0,M6,X,14.3,10.4,12.6,22,296,4
512,2022,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6.0,A8,X,12.3,9.2,10.9,26,256,5
513,2022,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8.0,A8,X,16.7,10.9,14.1,20,331,3
514,2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6.0,A8,X,13.0,9.4,11.3,25,266,4
515,2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8.0,A8,X,16.7,10.9,14.1,20,331,3
516,2022,Jeep,Grand Cherokee WK 4X4,SUV: Standard,3.6,6.0,A8,X,12.7,9.6,11.3,25,265,4
517,2022,Jeep,Grand Wagoneer 4X4,SUV: Standard,3.0,6.0,A8,Z,16.3,11.8,14.3,20,334,3
518,2022,Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8.0,A8,Z,18.6,12.8,16.0,18,374,2
519,2022,Jeep,Renegade,SUV: Small,1.3,4.0,A9,X,9.8,7.4,8.7,32,204,6
520,2022,Jeep,Renegade 4X4,SUV: Small,1.3,4.0,A9,X,10.1,8.1,9.2,31,222,5
521,2022,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4.0,A9,X,10.8,8.7,9.9,29,231,5
522,2022,Jeep,Wagoneer 4X4,SUV: Standard,5.7,8.0,A8,X,15.6,11.7,13.8,20,323,3
523,2022,Jeep,Wrangler JL 4X4,SUV: Small,2.0,4.0,A8,X,10.7,9.8,10.3,27,241,5
524,2022,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6.0,A8,X,12.8,10.4,11.8,24,274,4
525,2022,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6.0,A8,X,12.0,9.8,11.0,26,258,4
526,2022,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6.0,M6,X,13.7,9.6,11.8,24,277,4
527,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.0,4.0,A8,X,11.5,9.9,10.8,26,251,5
528,2022,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6.0,A8,D,10.6,8.1,9.5,30,255,5
529,2022,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3.0,6.0,A8,D,11.2,9.0,10.2,28,275,4
530,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6.0,A8,X,12.9,10.2,11.7,24,275,4
531,2022,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6.0,A8,X,12.3,9.9,11.2,25,262,4
532,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6.0,M6,X,13.8,10.1,12.2,23,285,4
533,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,6.4,8.0,A8,Z,18.5,14.1,16.5,17,387,2
534,2022,Kia,Carnival,Minivan,3.5,6.0,AS8,X,12.0,8.9,10.6,27,252,5
535,2022,Kia,Forte,Mid-size,1.6,4.0,AM7,X,8.7,6.6,7.8,36,184,6
536,2022,Kia,Forte,Mid-size,2.0,4.0,AV,X,7.9,5.9,7.0,40,165,7
537,2022,Kia,Forte,Mid-size,2.0,4.0,M6,X,8.8,6.1,7.6,37,178,7
538,2022,Kia,Forte 5,Full-size,1.6,4.0,AM7,X,8.9,6.9,8.0,35,190,6
539,2022,Kia,Forte 5,Full-size,2.0,4.0,AV,X,8.0,6.0,7.1,40,169,7
540,2022,Kia,K5,Full-size,2.5,4.0,AM8,X,9.9,7.3,8.7,32,207,6
541,2022,Kia,K5 AWD,Full-size,1.6,4.0,AS8,X,9.2,7.0,8.2,34,195,6
542,2022,Kia,Niro,Station wagon: Small,1.6,4.0,AM6,X,4.4,4.9,4.6,61,110,9
543,2022,Kia,Niro FE,Station wagon: Small,1.6,4.0,AM6,X,4.4,4.9,4.6,61,110,9
544,2022,Kia,Niro Touring,Station wagon: Small,1.6,4.0,AM6,X,5.0,5.6,5.3,53,124,9
545,2022,Kia,Rio,Compact,1.6,4.0,AV1,X,7.2,6.0,6.7,42,159,7
546,2022,Kia,Rio,Compact,1.6,4.0,M6,X,7.7,6.1,7.0,40,166,7
547,2022,Kia,Seltos,SUV: Small,2.0,4.0,AV8,X,8.2,7.1,7.7,37,182,6
548,2022,Kia,Seltos AWD,SUV: Small,1.6,4.0,AM7,X,9.4,7.9,8.7,32,205,6
549,2022,Kia,Seltos AWD,SUV: Small,2.0,4.0,AV8,X,8.8,7.6,8.2,34,195,6
550,2022,Kia,Sorento AWD,SUV: Small,2.5,4.0,AM8,X,10.9,8.7,9.9,29,234,5
551,2022,Kia,Sorento AWD,SUV: Small,2.5,4.0,AS8,X,10.1,9.2,9.7,29,227,5
552,2022,Kia,Sorento Hybrid AWD,SUV: Small,1.6,4.0,AM6,X,6.4,7.0,6.6,43,157,7
553,2022,Kia,Soul,Station wagon: Small,2.0,4.0,AV,X,8.5,7.0,7.9,36,187,6
554,2022,Kia,Sportage,SUV: Small,2.4,4.0,AS6,X,10.1,7.6,9.0,31,214,5
555,2022,Kia,Sportage AWD,SUV: Small,2.0,4.0,AS6,X,12.1,9.6,11.0,26,261,4
556,2022,Kia,Sportage AWD,SUV: Small,2.4,4.0,AS6,X,10.8,9.1,10.0,28,238,5
557,2022,Kia,Stinger AWD,Mid-size,3.3,6.0,AS8,Z,13.7,9.6,11.9,24,280,4
558,2022,Kia,Telluride AWD,SUV: Small,3.8,6.0,AS8,X,12.7,9.7,11.3,25,266,4
559,2022,Lamborghini,Aventador Countach,Two-seater,6.5,12.0,AM7,Z,26.5,14.6,21.2,13,489,1
560,2022,Lamborghini,Aventador Ultimae Coupe,Two-seater,6.5,12.0,AM7,Z,26.8,15.1,21.5,13,498,1
561,2022,Lamborghini,Aventador Ultimae Roadster,Two-seater,6.5,12.0,AM7,Z,26.8,15.1,21.5,13,498,1
562,2022,Lamborghini,Huracan evo Coupe,Two-seater,5.2,10.0,AM7,Z,18.0,12.9,15.7,18,371,2
563,2022,Lamborghini,Huracan evo Coupe AWD,Two-seater,5.2,10.0,AM7,Z,18.0,12.9,15.7,18,370,2
564,2022,Lamborghini,Huracan evo Spyder,Two-seater,5.2,10.0,AM7,Z,18.0,12.9,15.7,18,371,2
565,2022,Lamborghini,Huracan evo Spyder AWD,Two-seater,5.2,10.0,AM7,Z,18.0,12.9,15.7,18,370,2
566,2022,Lamborghini,Urus,SUV: Standard,4.0,8.0,AS8,Z,19.2,14.1,16.9,17,384,2
567,2022,Land Rover,Defender 90 P300,SUV: Standard,2.0,4.0,AS8,Z,13.2,11.3,12.3,23,289,4
568,2022,Land Rover,Defender 90 P400,SUV: Standard,3.0,6.0,AS8,Z,13.5,10.8,12.3,23,287,4
569,2022,Land Rover,Defender 90 5.0L V8,SUV: Standard,5.0,8.0,AS8,Z,15.8,12.4,14.3,20,339,3
570,2022,Land Rover,Defender 110 P300,SUV: Standard,2.0,4.0,AS8,Z,14.2,11.7,13.0,22,306,3
571,2022,Land Rover,Defender 110 P400,SUV: Standard,3.0,6.0,AS8,Z,13.5,10.8,12.3,23,287,4
572,2022,Land Rover,Defender 110 5.0L V8,SUV: Standard,5.0,8.0,AS8,Z,16.4,12.7,14.7,19,350,3
573,2022,Land Rover,Discovery P300,SUV: Standard,2.0,4.0,AS8,Z,12.2,10.6,11.5,25,271,4
574,2022,Land Rover,Discovery P360,SUV: Standard,3.0,6.0,AS8,Z,12.8,9.8,11.4,25,270,4
575,2022,Land Rover,Range Rover P360,SUV: Standard,3.0,6.0,AS8,Z,13.3,10.2,11.9,24,279,4
576,2022,Land Rover,Range Rover P400,SUV: Standard,3.0,6.0,AS8,Z,13.3,10.2,11.9,24,279,4
577,2022,Land Rover,Range Rover P525,SUV: Standard,5.0,8.0,AS8,Z,14.4,11.3,13.0,22,305,3
578,2022,Land Rover,Range Rover P525 LWB,SUV: Standard,5.0,8.0,AS8,Z,14.4,11.3,13.0,22,305,3
579,2022,Land Rover,Range Rover SVAutobiography,SUV: Standard,5.0,8.0,AS8,Z,17.1,12.6,15.1,19,354,3
580,2022,Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5.0,8.0,AS8,Z,17.9,12.7,15.5,18,365,2
581,2022,Land Rover,Range Rover Sport P360,SUV: Standard,3.0,6.0,AS8,Z,12.7,9.9,11.4,25,269,4
582,2022,Land Rover,Range Rover Sport HST P400,SUV: Standard,3.0,6.0,AS8,Z,12.7,9.9,11.4,25,269,4
583,2022,Land Rover,Range Rover Sport P525,SUV: Standard,5.0,8.0,AS8,Z,14.1,10.7,12.6,22,294,4
584,2022,Land Rover,Range Rover Sport P575 SVR,SUV: Standard,5.0,8.0,AS8,Z,16.2,12.0,14.3,20,336,3
585,2022,Lexus,ES 250 AWD,Mid-size,2.5,4.0,AS8,X,9.5,7.0,8.4,34,195,6
586,2022,Lexus,ES 300h,Mid-size,2.5,4.0,AV6,X,5.5,5.2,5.3,53,124,9
587,2022,Lexus,ES 350,Mid-size,3.5,6.0,AS8,X,10.7,7.3,9.2,31,214,5
588,2022,Lexus,ES 350 F SPORT,Mid-size,3.5,6.0,AS8,X,10.9,7.5,9.4,30,219,5
589,2022,Lexus,GX 460,SUV: Standard,4.6,8.0,AS6,Z,16.2,12.3,14.5,19,337,3
590,2022,Lexus,IS 300,Compact,2.0,4.0,AS6,Z,11.0,7.6,9.5,30,221,5
591,2022,Lexus,IS 300 AWD,Compact,3.5,6.0,AS6,Z,12.2,9.0,10.8,26,253,5
592,2022,Lexus,IS 350 AWD,Compact,3.5,6.0,AS6,Z,12.2,9.0,10.8,26,253,5
593,2022,Lexus,IS 500,Compact,5.0,8.0,AS8,Z,14.1,9.3,11.9,24,280,4
594,2022,Lexus,LC 500,Subcompact,5.0,8.0,AS10,Z,15.1,9.6,12.6,22,294,4
595,2022,Lexus,LC 500 Convertible,Minicompact,5.0,8.0,AS10,Z,16.0,9.5,13.0,22,304,3
596,2022,Lexus,LC 500h,Subcompact,3.5,6.0,AV10,Z,9.0,7.1,8.1,35,189,6
597,2022,Lexus,LS 500 AWD,Mid-size,3.4,6.0,AS10,Z,13.8,8.7,11.2,25,270,4
598,2022,Lexus,LS 500h AWD,Mid-size,3.5,6.0,AV10,Z,10.1,8.1,9.2,31,216,5
599,2022,Lexus,LX 600,SUV: Standard,3.4,6.0,AS10,Z,14.2,10.8,12.7,22,298,4
600,2022,Lexus,NX 250 AWD,SUV: Small,2.5,4.0,AS8,X,9.4,7.4,8.4,34,198,6
601,2022,Lexus,NX 350 AWD,SUV: Small,2.4,4.0,AS8,Z,10.5,8.3,9.5,30,221,5
602,2022,Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4.0,AS8,Z,10.5,8.4,9.5,30,222,5
603,2022,Lexus,NX 350h AWD,SUV: Small,2.5,4.0,AV6,Z,5.7,6.4,6.0,47,140,8
604,2022,Lexus,RC 300 AWD,Subcompact,3.5,6.0,AS6,Z,12.2,9.0,10.8,26,253,5
605,2022,Lexus,RC 350 AWD,Subcompact,3.5,6.0,AS6,Z,12.2,9.0,10.8,26,253,5
606,2022,Lexus,RC F,Subcompact,5.0,8.0,AS8,Z,14.4,9.6,12.2,23,285,4
607,2022,Lexus,RX 350 AWD,SUV: Small,3.5,6.0,AS8,X,12.2,9.0,10.8,26,252,5
608,2022,Lexus,RX 350 L AWD,SUV: Small,3.5,6.0,AS8,X,13.1,9.4,11.1,25,268,4
609,2022,Lexus,RX 450h AWD,SUV: Standard,3.5,6.0,AV6,Z,7.5,8.4,7.9,36,185,6
610,2022,Lexus,RX 450h L AWD,SUV: Standard,3.5,6.0,AV6,Z,8.1,8.4,8.1,35,190,6
611,2022,Lexus,UX 200,Mid-size,2.0,4.0,AS10,X,8.0,6.3,7.2,39,168,7
612,2022,Lexus,UX 250h AWD,Compact,2.0,4.0,AV6,X,5.7,6.2,6.0,47,140,8
613,2022,Lincoln,Aviator AWD,SUV: Standard,3.0,6.0,AS10,X,13.7,9.7,11.9,24,280,4
614,2022,Lincoln,Corsair AWD,SUV: Small,2.0,4.0,AS8,X,11.1,8.1,9.8,29,229,5
615,2022,Lincoln,Corsair AWD,SUV: Small,2.3,4.0,AS8,X,11.2,8.3,9.9,29,232,5
616,2022,Lincoln,Nautilus AWD,SUV: Small,2.0,4.0,A8,X,11.8,9.4,10.7,26,252,5
617,2022,Lincoln,Nautilus AWD,SUV: Small,2.0,4.0,AS8,X,11.8,9.4,10.7,26,251,5
618,2022,Lincoln,Nautilus AWD,SUV: Small,2.7,6.0,AS8,X,12.6,9.3,11.2,25,262,4
619,2022,Lincoln,Navigator 4X4,SUV: Standard,3.5,6.0,AS10,X,15.2,10.8,13.2,21,311,3
620,2022,Maserati,Ghibli GT,Mid-size,3.0,6.0,A8,Z,13.4,9.4,11.6,24,271,4
621,2022,Maserati,Ghibli Modena,Mid-size,3.0,6.0,A8,Z,13.4,9.4,11.6,24,271,4
622,2022,Maserati,Ghibli Modena AWD,Mid-size,3.0,6.0,A8,Z,14.8,9.8,12.6,22,293,4
623,2022,Maserati,Ghibli Trofeo,Mid-size,3.8,8.0,A8,Z,17.4,11.9,14.9,19,348,3
624,2022,Maserati,Levante GT,SUV: Standard,3.0,6.0,A8,Z,15.1,10.9,13.2,21,308,3
625,2022,Maserati,Levante Modena,SUV: Standard,3.0,6.0,A8,Z,15.1,10.9,13.2,21,308,3
626,2022,Maserati,Levante Modena V8,SUV: Standard,3.8,8.0,A8,Z,17.4,12.0,15.0,19,349,3
627,2022,Maserati,Levante Trofeo,SUV: Standard,3.8,8.0,A8,Z,17.4,12.0,15.0,19,349,3
628,2022,Maserati,MC20,Two-seater,3.0,6.0,AS8,Z,15.4,9.5,12.8,22,295,4
629,2022,Maserati,Quattroporte GT,Full-size,3.0,6.0,A8,Z,14.4,9.3,12.1,23,281,4
630,2022,Maserati,Quattroporte Modena,Full-size,3.0,6.0,A8,Z,14.4,9.3,12.1,23,281,4
631,2022,Maserati,Quattroporte Modena AWD,Full-size,3.0,6.0,A8,Z,14.8,9.8,12.6,22,293,4
632,2022,Maserati,Quattroporte Trofeo,Full-size,3.8,8.0,A8,Z,17.4,11.9,14.9,19,348,3
633,2022,Mazda,CX-3,Compact,2.0,4.0,AS6,X,8.3,6.9,7.7,37,179,7
634,2022,Mazda,CX-3 (SIL),Compact,2.0,4.0,M6,X,8.8,7.0,8.0,35,186,6
635,2022,Mazda,CX-3 4WD,Compact,2.0,4.0,AS6,X,8.6,7.4,8.1,35,189,6
636,2022,Mazda,CX-30 4WD,SUV: Small,2.0,4.0,AS6,X,9.4,7.7,8.6,33,202,6
637,2022,Mazda,CX-30 4WD,SUV: Small,2.5,4.0,AS6,X,9.9,7.7,8.9,32,208,6
638,2022,Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4.0,AS6,X,10.5,7.9,9.3,30,220,5
639,2022,Mazda,CX-5 4WD,SUV: Small,2.5,4.0,AS6,X,10.2,8.2,9.3,30,216,5
640,2022,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4.0,AS6,X,9.9,7.9,9.0,31,209,5
641,2022,Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4.0,AS6,X,10.8,8.7,9.8,29,230,5
642,2022,Mazda,CX-9 4WD,SUV: Small,2.5,4.0,AS6,X,11.6,9.0,10.4,27,243,5
643,2022,Mazda,Mazda3 4-Door,Compact,2.0,4.0,AS6,X,8.4,6.6,7.6,37,178,7
644,2022,Mazda,Mazda3 4-Door (SIL),Compact,2.0,4.0,M6,X,8.7,6.4,7.7,37,180,7
645,2022,Mazda,Mazda3 4-Door,Compact,2.5,4.0,AS6,X,8.9,6.5,7.8,36,183,6
646,2022,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4.0,AS6,X,9.5,7.2,8.5,33,199,6
647,2022,Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4.0,AS6,X,10.1,7.3,8.8,32,207,6
648,2022,Mazda,Mazda3 5-Door,Mid-size,2.0,4.0,AS6,X,8.6,6.7,7.7,37,181,7
649,2022,Mazda,Mazda3 5-Door (SIL),Mid-size,2.0,4.0,M6,X,8.7,6.6,7.8,36,181,6
650,2022,Mazda,Mazda3 5-Door,Mid-size,2.5,4.0,AS6,X,9.1,6.8,8.1,35,190,6
651,2022,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4.0,M6,X,9.6,7.1,8.4,34,198,6
652,2022,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4.0,AS6,X,9.5,7.4,8.6,33,200,6
653,2022,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4.0,AS6,X,10.1,7.5,8.9,32,209,5
654,2022,Mazda,MX-5,Two-seater,2.0,4.0,AS6,Z,9.0,6.6,7.9,36,186,6
655,2022,Mazda,MX-5 (SIL),Two-seater,2.0,4.0,M6,Z,9.0,7.0,8.1,35,189,6
656,2022,Mercedes-Benz,A 220 4MATIC Sedan,Subcompact,2.0,4.0,AM7,Z,9.5,6.8,8.3,34,194,6
657,2022,Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2.0,4.0,AM7,Z,10.0,7.0,8.7,32,202,6
658,2022,Mercedes-Benz,AMG A 35 4MATIC Sedan,Subcompact,2.0,4.0,AM7,Z,10.8,7.9,9.5,30,221,5
659,2022,Mercedes-Benz,AMG A 35 4MATIC Hatch,Station wagon: Small,2.0,4.0,AM7,Z,10.8,7.8,9.4,30,221,5
660,2022,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6.0,A9,Z,12.7,8.7,10.9,26,256,5
661,2022,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6.0,A9,Z,12.6,8.5,10.8,26,252,5
662,2022,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2.0,4.0,AM7,Z,11.0,8.2,9.7,29,227,5
663,2022,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4.0,AM8,Z,12.0,8.5,10.4,27,243,5
664,2022,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3.0,6.0,A9,Z,11.6,8.8,10.3,27,241,5
665,2022,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3.0,6.0,A9,Z,11.3,8.3,9.9,29,232,5
666,2022,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6.0,A9,Z,12.0,8.9,10.6,27,247,5
667,2022,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6.0,A9,Z,11.7,8.4,10.2,28,239,5
668,2022,Mercedes-Benz,AMG G 63 SUV,SUV: Standard,4.0,8.0,A9,Z,19.3,15.6,17.6,16,412,1
669,2022,Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2.0,4.0,AM8,Z,11.0,8.4,9.8,29,230,5
670,2022,Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2.0,4.0,AM8,Z,12.3,9.6,11.1,25,260,4
671,2022,Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2.0,4.0,AM8,Z,12.7,9.4,11.2,25,262,4
672,2022,Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3.0,6.0,A9,Z,12.9,9.3,11.3,25,264,4
673,2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3.0,6.0,A9,Z,14.0,10.1,12.3,23,287,4
674,2022,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3.0,6.0,A9,Z,13.4,10.6,12.1,23,283,4
675,2022,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3.0,6.0,A9,Z,13.6,11.1,12.5,23,292,4
676,2022,Mercedes-Benz,AMG GLE 63 S 4MATIC+ SUV,SUV: Standard,4.0,8.0,A9,Z,16.2,12.6,14.6,19,341,3
677,2022,Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,SUV: Standard,4.0,8.0,A9,Z,16.4,12.8,14.8,19,346,3
